Q,anchor_index,phase_index,phase_in_P_line_units,support_rotation_offset,PC1,PC2,harmonic_PC1,harmonic_PC2,inferred_phase_radians,inferred_phase_speed,pointwise_generator_residual
522.25,0,10,0.041666666666666664,0.00931712962962963,0.0024478920721450453,-0.0008518547423242611,0.00243563166299577,-0.0008573968706615539,0.13024081888173938,13.969472280087343,0.011110456737364398
522.25,0,11,0.04583333333333333,0.010248842592592592,0.0024626966705290137,-0.0008288988976975684,0.002451256089388937,-0.000834640698459084,0.14325849455169176,13.978251442382392,0.028447433952807997
522.25,0,12,0.05,0.011180555555555556,0.00247691497964854,-0.0008057361157361777,0.002466460505670288,-0.000811741514869675,0.1562882550185862,13.987068255888833,0.020713808972105077
522.25,0,13,0.05416666666666667,0.012112268518518519,0.0024912767594745546,-0.0007826225950623478,0.0024812423066413658,-0.0007887032435505499,0.16932236016741053,13.98830023170821,0.004017215456451694
522.25,0,14,0.058333333333333334,0.013043981481481481,0.002505552793103023,-0.0007594881819573305,0.0024955989595166713,-0.0007655298319908978,0.18235441632998692,13.986915242774856,0.015434387000598335
522.25,0,15,0.0625,0.013975694444444445,0.0025200084823752793,-0.0007364006935586656,0.002509528004357641,-0.0007422252508354922,0.19538594065452572,13.981634513975058,0.038711774448676524
522.25,0,16,0.06666666666666667,0.014907407407407407,0.0025346584766626555,-0.0007133676166473725,0.0025230270544941507,-0.0007187934932043422,0.20840815657014877,13.97122380785149,0.02071098651487572
522.25,0,17,0.07083333333333333,0.01583912037037037,0.00254728384956264,-0.0006897743705582085,0.002536093796933451,-0.0006952385740084904,0.22142028131498973,13.973089704482767,0.033161585158870084
522.25,0,18,0.075,0.016770833333333336,0.002558327194648937,-0.0006657424499940485,0.0025487259927564933,-0.0006715645292620804,0.2344459741907706,13.984213573512756,0.03923183121448392
522.25,0,19,0.07916666666666666,0.017702546296296296,0.0025697686075098554,-0.000641820557820236,0.002560921477501554,-0.000647775415390805,0.24747882744155864,13.988864914116952,0.013670503920800001
522.25,0,20,0.08333333333333333,0.01863425925925926,0.002581251178943603,-0.0006179132394201836,0.002572678161535105,-0.0006238753085368594,0.2605131877460117,13.990959357885359,0.004943829220704962
522.25,0,21,0.0875,0.019565972222222224,0.0025927192812330896,-0.0005939955899325905,0.00258399403040986,-0.0005998683038605147,0.27354994383761816,13.989089844321258,0.022614700064137946
522.25,0,22,0.09166666666666666,0.020497685185185185,0.0026042657038336165,-0.0005700962542852584,0.002594867145209942,-0.0005757585148384341,0.286580820442027,13.97991775045611,0.025435640770031933
522.25,0,23,0.09583333333333334,0.02142939814814815,0.0026149850559526737,-0.0005460256430577536,0.002605295642883105,-0.0005515500725588487,0.2996004850161301,13.973271223230958,0.004545607678018944
522.25,0,24,0.1,0.022361111111111113,0.002624428632170709,-0.0005216903283504621,0.002615277736559958,-0.000527247125013718,0.31261897630939023,13.978392522348173,0.02567064854779505
522.25,0,25,0.10416666666666667,0.023292824074074073,0.002632872512997187,-0.0004971479536486584,0.002624811715860139,-0.0005028538363879918,0.3256481840450428,13.989035118445631,0.02877788255265777
522.25,0,26,0.10833333333333334,0.024224537037037037,0.0026412581523137155,-0.0004725912031855899,0.0026338959471853742,-0.00047837438634609915,0.3386865070277901,13.993685209605125,0.011131202546326355
522.25,0,27,0.1125,0.02515625,0.002649708804173833,-0.0004480529085689035,0.0026425288739993927,-0.00045381296931578427,0.3517243798638672,13.992922028995634,0.007394919290328924
522.25,0,28,0.11666666666666667,0.026087962962962962,0.002658095973242654,-0.00042350285530875153,0.002650709017094627,-0.00042917379376941243,0.36476128071608055,13.99061981069567,0.03284504261355316
522.25,0,29,0.12083333333333333,0.027019675925925926,0.002666970424427531,-0.0003990211841865034,0.00265843497484567,-0.000404461081502871,0.37779486353889036,13.98108605343551,0.03868728408974886
522.25,0,30,0.125,0.02795138888888889,0.00267474415902977,-0.00037438481747987005,0.0026657054234494335,-0.00037967906691218554,0.39081399894065366,13.976135656094264,0.013815482536647609
522.25,0,31,0.12916666666666668,0.02888310185185185,0.002680068489303688,-0.00034940215739484424,0.0026725191171519777,-0.0003548319962679779,0.40383835706471416,13.986025723918901,0.046976463156776886
522.25,0,32,0.13333333333333333,0.029814814814814815,0.002685222837734865,-0.0003243946243992479,0.0026788748884619645,-0.00032992412698788954,0.41687592187527106,13.994181315947587,0.025481928259003042
522.25,0,33,0.1375,0.03074652777777778,0.0026907194100341037,-0.00029943743017184313,0.0026847716483506985,-0.0003049597269070958,0.4299154773409591,13.996849845603716,0.003968382893976535
522.25,0,34,0.14166666666666666,0.03167824074074074,0.002696090039673072,-0.00027446248503589703,0.00269020838643873,-0.0002799430735470339,0.4429580147588613,13.997821352428904,0.016156767992166733
522.25,0,35,0.14583333333333334,0.032609953703703703,0.002701630538790081,-0.0002495001539677981,0.002695184171168976,-0.00025487845338247045,0.4559993805555546,13.991419386120274,0.029253655919065702
522.25,0,36,0.15,0.03354166666666667,0.0027067477895485795,-0.00022450651899304032,0.002699698149966338,-0.00022977016110703778,0.46902998838346044,13.98223575794555,0.015121773893246346
522.25,0,37,0.15416666666666667,0.03447337962962963,0.0027106257733049855,-0.0001994162528183579,0.0027037495493837872,-0.00020462249889735925,0.4820542411693189,13.982359222935225,0.016915069410581924
522.25,0,38,0.15833333333333333,0.03540509259259259,0.002713249774649826,-0.00017422942089055245,0.0027073376752348903,-0.00017943977567589427,0.4950850790650874,13.992431746616179,0.032433967345353726
522.25,0,39,0.1625,0.03633680555555555,0.002715404003367035,-0.00014900476002165832,0.0027104619127127547,-0.00015422630637262587,0.5081281012527125,14.000643292435186,0.019986521247816635
522.25,0,40,0.16666666666666666,0.03726851851851852,0.0027177305627674544,-0.00012379369375947692,0.002713121726495371,-0.00012898641118571955,0.5211742407558521,14.001454271651697,0.0026029463994975558
522.25,0,41,0.17083333333333334,0.03820023148148148,0.002719932834952538,-9.858119426146357e-05,0.0027153166608373416,-0.00010372441484128048,0.5342187741431745,14.000481969585875,0.02179951319773898
522.25,0,42,0.175,0.03913194444444445,0.0027224537152781216,-7.337133942734566e-05,0.0027170463396479663,-7.844464585233298e-05,0.5472631018334368,13.994321768195709,0.04471769107703773
