half_steps,cell_index,cell_width,minimum_continuous_lower,left_minimum_lower,right_minimum_lower,left_first_bad_step,right_first_bad_step,maximum_reset_T_radius,maximum_reset_C_radius,maximum_local_T_tube_radius,maximum_local_C_tube_radius,maximum_short_transport_radius,maximum_local_rq,maximum_inverse_q,midpoint_T_center_gap,midpoint_C_center_gap,midpoint_T_overlap_margin,midpoint_C_overlap_margin,cell_pass
512,46,0.1527048611110331,0.0007347765027262593,0.0007508829979251951,0.0007347765027262593,-1,-1,0.06116595023089114,0.0037189384446130766,0.061699470146338135,0.0037512438252567007,0.00040564193439306904,0.005671731594593172,0.0008470923772797743,5.277614297176561e-13,3.526362592138911e-14,0.1219319123678891,0.007472625404641983,True
512,47,0.15270486111114678,0.0007629927766361326,0.0007699483699376285,0.0007629927766361326,-1,-1,0.061062199508940714,0.0037241176427531956,0.06159392611436551,0.0037564451410120147,0.0004059990933290209,0.005671924551578423,0.0008478187068915563,3.898248288131406e-13,2.5700279627996292e-14,0.12175577124758669,0.007479355355507542,True
512,48,0.15270486111114678,0.0007459439331490343,0.0007647211241895382,0.0007459439331490343,-1,-1,0.061173036635658096,0.003719159916190735,0.0617068466399536,0.003751457035847735,0.0004054673607169496,0.005670801874633309,0.0008467045590471572,5.524621537715751e-13,4.0177785708828215e-14,0.1217544440545255,0.007470437290909882,True
512,49,0.1527048611110331,0.0007319723237513321,0.0007543151912341831,0.0007319723237513321,-1,-1,0.06123409096468546,0.0037189602511398176,0.061768243051637695,0.003751266567754172,0.0004056640151486504,0.005671790544068677,0.0008471380363249827,5.318665390977201e-13,2.85641046101954e-14,0.1219307139965461,0.007472844676417938,True
512,50,0.15270486111114678,0.0007605856131616492,0.0007671321674723694,0.0007605856131616492,-1,-1,0.06113235271370609,0.003724170655693147,0.06166471712326711,0.003756499420409415,0.00040600491277863063,0.005671938146528356,0.0008478321498331539,8.674981614573393e-13,5.520780355985569e-14,0.12189412149634199,0.007479224240419091,True
512,51,0.15270486111114678,0.0007482809534264545,0.0007612207889746181,0.0007482809534264545,-1,-1,0.06110341055583421,0.0037190485349524126,0.06163661625993494,0.0037513442870959683,0.00040545444791900774,0.0056702817952555525,0.0008466780311860088,4.162594613375191e-13,7.664612522669629e-14,0.12175512292779973,0.007470276468460108,True
512,52,0.1527048611110331,0.0007351499428682392,0.000757850064556028,0.0007351499428682392,-1,-1,0.06116547924162709,0.00371895606490888,0.06169911607782367,0.003751262845188655,0.00040568060317588484,0.005671804625555948,0.0008471721981077065,2.3183948960490325e-13,5.646435612009244e-14,0.12179223361705366,0.007472985162411316,True
512,53,0.15270486111114678,0.0007581851420250199,0.0007702151554104044,0.0007581851420250199,-1,-1,0.06120266463385813,0.003724179024154837,0.06173567292415369,0.0037565085015114157,0.0004060069082340318,0.005671988321028812,0.0008478357515257595,7.422659226758124e-13,5.029730600001527e-14,0.12189565682499814,0.007479028383369707,True
512,54,0.15270486111114678,0.0007469128544713501,0.000757585044026841,0.0007469128544713501,-1,-1,0.061119278113480884,0.003719000801240856,0.061652589959629835,0.003751293731219359,0.0004054486644027566,0.005670645333854414,0.000846666418965837,6.20276520989759e-13,5.374512546128474e-14,0.12184174205969292,0.007470213007685867,True
512,55,0.15270486111114678,0.0007382725632799572,0.0007570917694369061,0.0007382725632799572,-1,-1,0.061096863868410727,0.0037193659792921414,0.06162998371408493,0.003751619619768253,0.0004057010840586936,0.005671830100106706,0.0008472144629848217,5.526395259633957e-13,2.9766669318137035e-14,0.12173941804813171,0.007473210291216516,True
512,56,0.1527048611110331,0.0007571085177412155,0.0007726071081706319,0.0007571085177412155,-1,-1,0.06123902070374999,0.0037246606635175693,0.06177239185401227,0.0037569050741943504,0.00040606008417852117,0.0056720030070448605,0.0008479467187815007,3.3748756519815074e-13,1.4358528724292894e-14,0.1218631960124507,0.0074789285127514725,True
512,57,0.15270486111114678,0.000742701296615111,0.0007545454735283212,0.000742701296615111,-1,-1,0.061187732475100044,0.003719344461023941,0.061719057981406006,0.0037516398765008252,0.0004054850496717733,0.005670082197615685,0.0008467428924169671,5.476563943721793e-13,5.420582615496743e-14,0.12194695761128764,0.007470586107628509,True
512,58,0.15270486111114678,0.000741086427918619,0.0007553642378876935,0.000741086427918619,-1,-1,0.06102987148672125,0.0037190031627802457,0.06155762428330303,0.003751310791993251,0.0004057559326713704,0.005671872296147018,0.0008473284714833457,7.306358165394911e-13,3.360782020485808e-14,0.1217396647419137,0.007473444289331691,True
512,59,0.1527048611110331,0.0007604589689520924,0.0007761411406073218,0.0007604589689520924,-1,-1,0.061172977425504135,0.0037242362902994925,0.06170585738862184,0.003756569586264834,0.0004060138936510311,0.005672033516708855,0.0008478516278652873,4.1031233373741347e-13,3.8635670757731914e-14,0.12172908368947385,0.007478712046071796,True
512,60,0.15270486111114678,0.0007397129429701723,0.0007576071764153202,0.0007397129429701723,-1,-1,0.061253930569880606,0.0037189060508768202,0.06178829426797127,0.0037511974779745297,0.00040543644995503304,0.005669644922217594,0.0008466419245580145,5.000092215368616e-13,2.5410742228719413e-14,0.12194739003499845,0.007470132744488129,True
512,61,0.15270486111114678,0.0007393060670053772,0.0007530510085200745,0.0007393060670053772,-1,-1,0.06108035173562568,0.0037190449385364303,0.061613448680621664,0.003751353179036308,0.00040574900670870207,0.005671880789931846,0.0008473134537501787,2.490455137490747e-13,4.254478257383494e-14,0.12185770030384252,0.007473681337304214,True
512,62,0.1527048611110331,0.0007636911602098127,0.0007738901623955545,0.0007636911602098127,-1,-1,0.06110684817624237,0.0037243021145037213,0.06163923709379426,0.0037566365480461166,0.0004060219537115873,0.0056720762663537184,0.0008478683210713143,4.2170530763857184e-13,2.7147989718968456e-14,0.1217137268268587,0.007478610421911411,True
512,63,0.15270486111114678,0.0007389730702756484,0.0007597072947716186,0.0007389730702756484,-1,-1,0.061252587025625874,0.00371891332579497,0.06178689737102591,0.003751203248014877,0.00040543651630177186,0.0056699500510364155,0.000846642607525849,4.3404640372791924e-13,2.909739420682682e-14,0.12188008437505364,0.007470190039048924,True
512,64,0.15270486111114678,0.0007365354614770752,0.000753598790822511,0.0007365354614770752,-1,-1,0.061148588051250286,0.003719121824541414,0.061682308542563284,0.0037514307509706173,0.00040577595261052316,0.005671921696454015,0.0008473691468647127,7.328676301485756e-13,6.254685400280714e-14,0.12192468556046297,0.007474000502849305,True
512,65,0.1527048611110331,0.0007662002294951622,0.0007710204170994476,0.0007662002294951622,-1,-1,0.06105771175767253,0.003724301208302972,0.061589753460104736,0.003756636808616402,0.00040602266136843064,0.0056720720129042395,0.0008478692004287163,5.09146410644963e-13,3.505431469467214e-14,0.12173250120531873,0.007478425299102419,True
