q,sample_index,start_s,active_determinant,active_sigma_min,without_z_determinant,without_z_sigma_min,planar_failure_ratio,mediation_margin_tau,oriented_vs_two_line_separation,active_derivative_frobenius,without_z_derivative_frobenius,planar_derivative_frobenius,two_line_derivative_frobenius,composition_relative_residual,line_matrix_convergence,second_matrix_convergence,oriented_matrix_convergence,two_line_matrix_convergence,composed_matrix_convergence
550.0,65,667.245003038222,-0.28635777345484165,0.3214320127486465,0.05362942453225075,0.06087218389599712,1.0148720094357786,0.06143992540132459,0.01256575386885683,0.00875501456191324,0.008523542272468761,0.00039081207530478133,0.008926864714487854,9.102664942092095e-14,3.02617421976407e-09,2.986661902707833e-09,4.907596320018979e-09,4.90836968947528e-09,4.906198759454922e-09
550.0,66,667.397707899333,-0.28670054011924656,0.32144305135081813,0.05365668647437105,0.06083324807040168,1.0148392616420185,0.061472327902396984,0.012565204977890775,0.0005778476512428263,0.00042809097857538056,0.0001696666073419642,0.0006709139806809922,6.022850216125506e-14,3.0288735403574237e-09,2.9877641621956628e-09,4.892352286044259e-09,4.910084156320056e-09,4.892108535680411e-09
550.0,67,667.5504127604441,-0.28636326699802334,0.3214451244574577,0.05364496208816554,0.060890313130796396,1.014872522460607,0.06143952537331132,0.012547397283406177,0.008456031539858539,0.00836025967289915,0.00023935521036454337,0.008453567174602128,6.00028792141202e-14,3.027471851844269e-09,2.987339842699295e-09,4.896616024498052e-09,4.910147251451266e-09,4.896498412866648e-09
550.0,68,667.7031176215553,-0.28636662896928233,0.32143193337788084,0.053629704083920655,0.06087064924851305,1.0148711249901234,0.061440780562440955,0.01256625736329287,0.009003340695437607,0.008771769788538185,0.0003944791516085787,0.009170196033828851,7.768493035169108e-14,3.031923895175733e-09,2.9897976860242958e-09,4.891726083159595e-09,4.922198520524017e-09,4.893205524823796e-09
550.0,69,667.8558224826663,-0.2867010768967216,0.32144341948431615,0.05365713819186368,0.060833694676947214,1.014839236520753,0.06147235173182641,0.012564708042446419,0.0009246087608951502,0.0007515523010384484,0.00018511306484381284,0.001068558932897274,8.513280313471578e-14,3.029424864710898e-09,2.9875398225161865e-09,4.888202717899467e-09,4.9186145207920975e-09,4.888731426689937e-09
550.0,70,668.0085273437775,-0.2863538432549205,0.321444825737467,0.05364421740464462,0.060891391427047775,1.0148734362493135,0.06143864576276292,0.012547400508021571,0.008216425428697641,0.008129794469132269,0.0002256664609533402,0.008206538670845137,7.282436373816744e-14,3.0309669116854554e-09,2.992501527687244e-09,4.888680542482565e-09,4.921465207592978e-09,4.889187306398927e-09
550.0,71,668.1612322048886,-0.2863757813659582,0.32143187163495546,0.05363001694991166,0.06086909298239695,1.0148702132565564,0.061441663605262375,0.01256674469095315,0.009230381812650753,0.009000087929764297,0.0003964311581245156,0.00939104213844772,7.996657848780513e-14,3.0254868482385556e-09,2.9866826272686705e-09,4.904979013964138e-09,4.9133307315764e-09,4.903840490960967e-09
550.0,72,668.3139370659997,-0.28670110808528143,0.3214437819835982,0.053657562361641535,0.06083421433915031,1.014839259924155,0.06147232645285339,0.012564199041961375,0.0013519640697660746,0.0011764776296273294,0.00020146547446159836,0.0015133373354395193,4.7408702594884e-14,3.0288420931756465e-09,2.9881565223033505e-09,4.894821230618652e-09,4.906265042049493e-09,4.8941916919767176e-09
550.0,73,668.4666419271108,-0.286344639686587,0.321444514708817,0.053643467453717744,0.060892416430466285,1.0148743273589278,0.06143778823655477,0.012547433688996154,0.007958946531109,0.007881351301269936,0.00021206208221775786,0.007933095802330462,1.0294100508133974e-13,3.0258426217110037e-09,2.9867315960567367e-09,4.898585387962778e-09,4.909529420530746e-09,4.89782854766199e-09
550.0,74,668.619346788222,-0.2863852110802451,0.3214318281667098,0.053630362658726,0.06086751866257178,1.0148692760988167,0.061442572481649305,0.012567219722358837,0.009437181916455943,0.009209117324295324,0.00039784743732171075,0.009594660967209645,6.39674569239571e-14,3.0306008128831508e-09,2.9886442168316967e-09,4.897219733037669e-09,4.916257052791641e-09,4.898105540804767e-09
550.0,75,668.7720516493331,-0.2867006329364732,0.32144413819562384,0.053657958090486665,0.06083480612740995,1.014839332023688,0.06147225218235974,0.012563677611135523,0.0018034003922940476,0.001624446927110707,0.00021715308503557118,0.001975888213891343,5.862257652012683e-14,3.029537251240086e-09,2.987632914858942e-09,4.885347251737208e-09,4.9199921523740435e-09,4.8861725505003345e-09
550.0,76,668.9247565104441,-0.2863356796163224,0.3214441918730095,0.053642714038477604,0.06089338543884247,1.0148751941518916,0.06143695560092444,0.012547498371286539,0.007674070494812164,0.007607572908758622,0.00019721837985596277,0.0076424220784215915,5.241242617626105e-14,3.0321456096528917e-09,2.991906361762284e-09,4.889511255210869e-09,4.920821069261608e-09,4.89047980581758e-09
550.0,77,669.0774613715553,-0.28639489901020115,0.3214318032341131,0.05363074060110822,0.06086592961273536,1.0148683156041092,0.061443505499959694,0.01256768264185866,0.009626273222411658,0.009400053805730682,0.0003988604689256266,0.00978028337559445,6.091248934002421e-14,3.026768437501282e-09,2.9874355092444977e-09,4.899455938592665e-09,4.922195100318071e-09,4.899188742266016e-09
550.0,78,669.2301662326664,-0.2866996494727887,0.3214444875438156,0.05365832427432432,0.06083546911523582,1.0148394528563298,0.0614721286648473,0.012563140766667438,0.002265019614342949,0.0020809981784722415,0.00023198889066773976,0.002445091625266377,7.852614664095097e-14,3.028677259340479e-09,2.9882529270675884e-09,4.897918833248719e-09,4.905218062797901e-09,4.897128149149363e-09
550.0,79,669.3828710937775,-0.28632698497115455,0.3214438579574931,0.05364195879551446,0.060894295823374564,1.014876034052606,0.061436149475793234,0.01254758544842166,0.0073752194494401185,0.007318723623280893,0.00018225680302491864,0.007337256914746429,3.387048808483052e-14,3.025718256036879e-09,2.987573061209878e-09,4.897939605408216e-09,4.910968794914654e-09,4.896963316060759e-09
550.0,80,669.5355759548886,-0.2864048252294347,0.32143179653674686,0.05363115007652776,0.06086432920948868,1.0148673338819585,0.061444460916064814,0.012568126608374319,0.009795043254944302,0.009570972261707087,0.0003987618565717615,0.00993919186447569,9.175126192148828e-14,3.028895860289458e-09,2.9872863612595e-09,4.90268949119683e-09,4.909788175939461e-09,4.902594222760726e-09
