Q,lag_rotations,continuity_signed,continuity_line_absolute,continuity_line_std
522.25,1.4944444444444445,-0.5099816476202684,0.5099816476202684,0.11647122065825818
522.25,1.5,-0.5750539014029719,0.5750539014029719,0.10541200184334162
550.0,0.0,1.0,1.0,0.0
550.0,0.005555555555555556,0.9969900875841419,0.9969900875841419,0.0008884197235733952
550.0,0.011111111111111112,0.9879816396712633,0.9879816396712633,0.0035310809664774586
550.0,0.016666666666666666,0.9730381602146506,0.9730381602146506,0.00786069592329858
550.0,0.022222222222222223,0.9522643813772992,0.9522643813772992,0.013767320993360145
550.0,0.027777777777777776,0.9258046884286782,0.9258046884286782,0.021101743576854366
550.0,0.03333333333333333,0.8938410201587904,0.8938410201587904,0.029679993527573226
550.0,0.03888888888888889,0.8565903294806106,0.8565903294806106,0.039288776224929815
550.0,0.044444444444444446,0.8143017098451854,0.8143017098451854,0.049691586828420335
550.0,0.05,0.7672533056366595,0.7672533056366595,0.060635258312119925
550.0,0.05555555555555555,0.7157491162569909,0.7157491162569909,0.07185669546889076
550.0,0.06111111111111111,0.660115790139337,0.660115790139337,0.08308957009530218
550.0,0.06666666666666667,0.6006994953696903,0.6006994953696903,0.09407079526259787
550.0,0.07222222222222222,0.5378629848665287,0.5378629848665287,0.10454653461098568
550.0,0.07777777777777778,0.47198288254741816,0.47198288254741816,0.11427768170481499
550.0,0.08333333333333333,0.4034472031689657,0.4034472031689657,0.123044771550406
550.0,0.08888888888888889,0.33265314667006807,0.33265314667006807,0.13065224461551253
550.0,0.09444444444444444,0.260005166306627,0.260005166306627,0.13693206724397325
550.0,0.1,0.18591328184390674,0.1894233389500968,0.1370202583194274
550.0,0.10555555555555556,0.11079159023854764,0.15109674883444443,0.10230383936306645
550.0,0.1111111111111111,0.03505698556563942,0.13419525362893597,0.06862543175299225
550.0,0.11666666666666667,-0.04087201246254116,0.13483909999620716,0.07040772806195002
550.0,0.12222222222222222,-0.1165763132255094,0.15314620594244807,0.10534433607731383
550.0,0.12777777777777777,-0.19163731629714909,0.19362695938089877,0.13866733094149236
550.0,0.13333333333333333,-0.26563801818097427,0.26563801818097427,0.13646429609792746
550.0,0.1388888888888889,-0.33816420158115845,0.33816420158115845,0.1300698454219924
550.0,0.14444444444444443,-0.40880575828223237,0.40880575828223237,0.12236145518375899
550.0,0.15,-0.4771582238045503,0.4771582238045503,0.11350960277882653
550.0,0.15555555555555556,-0.5428245483221322,0.5428245483221322,0.10371190240623376
550.0,0.16111111111111112,-0.6054170728450039,0.6054170728450039,0.0931894580367048
550.0,0.16666666666666666,-0.6645597867362408,0.6645597867362408,0.08218252280654986
550.0,0.17222222222222222,-0.7198908478320662,0.7198908478320662,0.07094554743503528
550.0,0.17777777777777778,-0.7710653444516993,0.7710653444516993,0.059741661194052866
550.0,0.18333333333333332,-0.8177582545966056,0.8177582545966056,0.048836651183582026
550.0,0.18888888888888888,-0.8596675523388393,0.8596675523388393,0.03849255835499373
550.0,0.19444444444444445,-0.8965173924665176,0.8965173924665176,0.028961040832493495
550.0,0.2,-0.9280612729035083,0.9280612729035083,0.02047670325979178
550.0,0.20555555555555555,-0.9540850700213288,0.9540850700213288,0.013250602062030218
550.0,0.2111111111111111,-0.9744098777489589,0.9744098777489589,0.0074641555189964605
550.0,0.21666666666666667,-0.9888944992115533,0.9888944992115533,0.0032637676966522943
550.0,0.2222222222222222,-0.9974375119588248,0.9974375119588248,0.0007563884272699581
550.0,0.22777777777777777,-0.9999787933776164,0.9999787933776164,6.25663188441316e-06
550.0,0.23333333333333334,-0.9965004455496089,0.9965004455496089,0.0010325857895788128
550.0,0.2388888888888889,-0.9870270806188299,0.9870270806188299,0.003809521764143744
550.0,0.24444444444444444,-0.9716254463604608,0.9716254463604608,0.008266347533710805
550.0,0.25,-0.9504034105686223,0.9504034105686223,0.014289957352586646
550.0,0.25555555555555554,-0.9235083568299942,0.9235083568299942,0.021728259145483167
