period,full_local_log_factor,full_cumulative_lambda,full_x_rms_half_separation,full_end_local_norm,phase_only_local_log_factor,phase_only_cumulative_lambda,phase_only_x_rms_half_separation,phase_only_end_local_norm,kappa_only_local_log_factor,kappa_only_cumulative_lambda,kappa_only_x_rms_half_separation,kappa_only_end_local_norm,open_local_log_factor,open_cumulative_lambda,open_x_rms_half_separation,open_end_local_norm
80.0,0.13679628296483967,-0.05449066136975822,8.65391839447974e-07,1.1465945438867196e-06,-0.004874916249259551,-0.058911295752019144,8.01916922864935e-07,9.951369468708881e-07,-0.22927624930351168,-0.13942738972078983,7.258024198348858e-07,7.951088548968738e-07,-0.09274710152538432,-0.400511139699813,7.693271083267854e-07,9.114239688847055e-07
81.0,-0.2964861499088956,-0.05747825999369819,7.245359752735391e-07,7.434259237103171e-07,-0.19325159324331476,-0.06056981794326971,7.577958954843766e-07,8.242745661383242e-07,-0.02022780226150242,-0.13795578987561344,8.194958386752042e-07,9.799754072644547e-07,-0.19630366933470186,-0.39799005981876223,7.528576811818308e-07,8.217626526677065e-07
82.0,0.3314461292172649,-0.05273527963746693,9.904980431255242e-07,1.3929811032760635e-06,0.2977679470921048,-0.05619984519893587,9.619263268289878e-07,1.3468492113391686e-06,0.1067472557712643,-0.13497160639211492,8.555562308239858e-07,1.1126530023145846e-06,0.2191671094912215,-0.3904637528759575,9.201154856660919e-07,1.2450393171923675e-06
83.0,-0.1975066321461829,-0.05447951280022255,7.383786264756834e-07,8.2077469711272e-07,-0.2965095012327228,-0.059095142259583906,7.156484358085936e-07,7.434085639335187e-07,-0.35249630618791356,-0.13759238590772696,7.036636113111305e-07,7.029311663022638e-07,-0.36748870895888275,-0.39018694511792046,6.948279291033468e-07,6.924711454853716e-07
84.0,0.04923223158701522,-0.053244849176564954,8.507798562016369e-07,1.050464273402024e-06,0.211140343494491,-0.05587805314346397,9.282303200127748e-07,1.2350856791400978e-06,0.2808687186639017,-0.13261070609139805,9.65804264922032e-07,1.3242797393106968e-06,0.2167678045505732,-0.3829612933361527,9.329455579900901e-07,1.242055668979597e-06
85.0,0.14841159358146838,-0.050872420438235144,8.713654836918574e-07,1.1599902426595035e-06,-3.3171064039622277e-05,-0.055221054530764854,8.038454804886907e-07,9.99966829487114e-07,-0.24922691649393386,-0.13398266150789845,7.204518718504556e-07,7.794030939003737e-07,-0.12380335034517696,-0.3799123763597883,7.583782876619319e-07,8.835535743061707e-07
86.0,-0.30185128281325246,-0.05379077930306093,7.22675089490657e-07,7.39448025343639e-07,-0.19799119538802198,-0.05688117244770971,7.56221491854518e-07,8.20377076208685e-07,0.008546312348113708,-0.13232534785840994,8.317218244832193e-07,1.0085829363354927e-06,-0.16105092674825064,-0.37736747578290997,7.650062804287374e-07,8.51248718674918e-07
87.0,0.3300045335854879,-0.04937933892503163,9.902658406311806e-07,1.3909744345523874e-06,0.30008155812526105,-0.05277815255606637,9.635874758561946e-07,1.3499689040206348e-06,0.08476426103448224,-0.12983006499757208,8.444953886381855e-07,1.0884604439136256e-06,0.19787642361190022,-0.37075547693929145,9.0690796047495e-07,1.218811768160083e-06
88.0,-0.18708500512078366,-0.05094417604089245,7.411694912111057e-07,8.293732324178803e-07,-0.2943047971548696,-0.055522773517416406,7.16037223572154e-07,7.450493679049132e-07,-0.34179647999338847,-0.13223877425888816,7.071168997700963e-07,7.104927894936557e-07,-0.37238939567068985,-0.3707740441976028,6.946755307002491e-07,6.890858632235612e-07
89.0,0.03394153897489848,-0.04999040396206334,8.44146457488069e-07,1.0345241256204e-06,0.20649433827783686,-0.0525787610253349,9.258086466414707e-07,1.2293607738994481e-06,0.2825078996128826,-0.1275786992715649,9.657221264394357e-07,1.3264522535159981e-06,0.23772833550580866,-0.3639369388076768,9.441933188757174e-07,1.268364576397178e-06
90.0,0.15985502466748847,-0.047658788088401655,8.773725153092547e-07,1.1733407531959958e-06,0.004809254942974728,-0.05194111640346479,8.057914109622189e-07,1.0048208379716664e-06,-0.2681809951961572,-0.12914094700406037,7.156047510916697e-07,7.64769348997897e-07,-0.15427207606266827,-0.36160732922162114,7.482420354028153e-07,8.570388095432699e-07
91.0,-0.3065256524671033,-0.05050347890575002,7.209958404880591e-07,7.359996377314372e-07,-0.2026637815430667,-0.053597409426976904,7.546756522817851e-07,8.165527353795678e-07,0.03692414149177179,-0.1273160559216886,8.442030499191444e-07,1.0376143059802688e-06,-0.12428976582460152,-0.35899944390956595,7.782319364209945e-07,8.831239046781779e-07
92.0,0.3278628350553192,-0.04639080158008623,9.895787677370582e-07,1.3879985744854606e-06,0.3023171948682096,-0.04972877242376835,9.652072249859076e-07,1.352990320240422e-06,0.06223613109056849,-0.1252557060628597,8.335854770072422e-07,1.064213608982366e-06,0.1743148520674785,-0.3532025493880764,8.929334881318052e-07,1.190430316269247e-06
93.0,-0.17640257696557746,-0.04778877765950011,7.441047260378262e-07,8.382804430024426e-07,-0.29202155391676654,-0.05233407114949952,7.164492696047391e-07,7.467524403606981e-07,-0.3287092569906549,-0.12744337865348115,7.112131678455726e-07,7.198522783433375e-07,-0.3730999604372786,-0.35341650004451947,6.955446718737297e-07,6.885963970073183e-07
94.0,0.018603609435419388,-0.047082475669128626,8.376111211489156e-07,1.0187777346884453e-06,0.20178051417916193,-0.04963072449706695,9.23361835870289e-07,1.2235794203046264e-06,0.28169537177312387,-0.1230908387553258,9.640876090832056e-07,1.3253749118762151e-06,0.254672432107828,-0.3469474688514093,9.532127830349335e-07,1.290038976307276e-06
95.0,0.17111090739244794,-0.04478570321584888,8.834024501109325e-07,1.1866223469154907e-06,0.00965147241963385,-0.04900670137162799,8.077545692096239e-07,1.0096981980834108e-06,-0.28599054377895544,-0.12480557249241664,7.112679429154972e-07,7.512697200865854e-07,-0.18389215676493384,-0.3452310971452359,7.38949592541839e-07,8.320255273139045e-07
96.0,-0.31050311652084084,-0.04755359293777587,7.194962609682819e-07,7.330780397559526e-07,-0.2072675815989303,-0.05065525220732906,7.531585287628089e-07,8.128021299939502e-07,0.06468090216913838,-0.12283175504802545,8.568261625749468e-07,1.0668185505805094e-06,-0.0865482836213072,-0.34253648450436164,7.92444316030061e-07,9.170912672291435e-07
97.0,0.325018037250289,-0.0437126482966618,9.884366206661616e-07,1.384055610314448e-06,0.30447338742581553,-0.046994132211111074,9.6678414970311e-07,1.3559107752996957e-06,0.03926328693445448,-0.12116067214098956,8.228894018846455e-07,1.0400442776759876e-06,0.14885219653266993,-0.33747062181325815,8.785042646850656e-07,1.1605014503953328e-06
98.0,-0.1654879382903661,-0.04495525329659756,7.4718243984521e-07,8.474800852028309e-07,-0.2896608975236766,-0.04947032369389236,7.168845671934939e-07,7.485173486344826e-07,-0.31333453379688614,-0.12312162991298851,7.159618476322527e-07,7.310053256734613e-07,-0.36948428432539476,-0.33779729183889223,6.974562397150249e-07,6.910906450299047e-07
99.0,0.0032346861907891064,-0.044468486231068395,8.311796984826669e-07,1.003239923434592e-06,0.1970006780074171,-0.04698071761610135,9.208914892822832e-07,1.2177448663468978e-06,0.2784867550546819,-0.11906497955977971,9.609589185917e-07,1.3211291069986466e-06,0.26738396174187534,-0.3316843498835309,9.597330241791354e-07,1.3065420121815804e-06
100.0,0.18216109554074592,-0.04220219041335025,8.89442212307605e-07,1.1998074619452115e-06,0.01449262669584052,-0.046365984172981926,8.097346168042317e-07,1.0145981539840447e-06,-0.30251349446965287,-0.12089946470887844,7.074468632962189e-07,7.389585163391271e-07,-0.21238060177159807,-0.3304913124024116,7.305267715196535e-07,8.086568627552079e-07
101.0,-0.3137781912402204,-0.044891061708665796,7.181751201009896e-07,7.306810816515647e-07,-0.2118010637462037,-0.048003955257865306,7.516700650544798e-07,8.09125645982403e-07,0.09162323898352584,-0.11879527952380511,8.694731858489183e-07,1.0959518323612182e-06,-0.048368228453456785,-0.32769801454153086,8.075133529268096e-07,9.527828807089245e-07
102.0,0.3214703647739695,-0.04129928301765957,9.868421705998945e-07,1.379154133877387e-06,0.3065490046293461,-0.044527945847206374,9.683170279397739e-07,1.358728049811637e-06,0.015951302038233122,-0.11747423460653023,8.124615025804863e-07,1.0160792032160895e-06,0.12185264732150046,-0.32329065511150107,8.639022633706205e-07,1.129587641752972e-06
103.0,-0.15435680956998665,-0.04239692890651711,7.504021069094336e-07,8.56966192715612e-07,-0.2872242569904789,-0.046884220712675034,7.173429849994043e-07,7.503434402068466e-07,-0.2957894507955715,-0.11920545029768596,7.213719373446104e-07,7.439440483597224e-07,-0.36151171667881066,-0.3236617333791449,7.004273599549422e-07,6.96622433927065e-07
104.0,-0.01212157732098094,-0.042105819756656185,8.248694665728855e-07,9.87951593053202e-07,0.19215651118956537,-0.044585752136691956,9.183990966622523e-07,1.2118601718012487e-06,0.27300169275944436,-0.11543422776829047,9.564332800037444e-07,1.3139024689449841e-06,0.2757723231304727,-0.3178979443742447,9.635902212180254e-07,1.3175478547063135e-06
105.0,0.1929872405554407,-0.03986683822987431,8.95478168661139e-07,1.212867317908302e-06,0.01933192477447895,-0.04397701235658557,8.117313688052261e-07,1.0195199964071984e-06,-0.3175985083062861,-0.11735960186865234,7.041478248086507e-07,7.278949735422208e-07,-0.23942967697738055,-0.3171506275418936,7.229956360910783e-07,7.870766210036384e-07
106.0,-0.316351441120224,-0.04247518354016063,7.170300415857174e-07,7.288032737165822e-07,-0.2162624851893672,-0.045602347005951435,7.502103298473721e-07,8.055238360455313e-07,0.11751423938647804,-0.11514381091341525,8.819946715352085e-07,1.124697644835272e-06,-0.010304881181043928,-0.3142558563498101,8.232618792125036e-07,9.89748032196697e-07
107.0,0.3172222746123542,-0.03911352505275394,9.848010576852893e-07,1.3733077894610661e-06,0.3085426941842751,-0.042292580265855854,9.69804516040392e-07,1.361439633862769e-06,-0.007598941823643235,-0.1141387186789314,8.02347641542988e-07,9.924298571423788e-07,0.09367437368267256,-0.31044342429343175,8.493770869498299e-07,1.098202084189041e-06
108.0,-0.1430251142920961,-0.04007566939756267,7.537632104602925e-07,8.667323012548346e-07,-0.2847128378928519,-0.044537212280920634,7.178245020524295e-07,7.52230235327307e-07,-0.276231297191259,-0.11563957588737887,7.274481935880104e-07,7.586374397584945e-07,-0.34927342621021146,-0.3108029613482167,7.044676835056614e-07,7.052002836662003e-07
109.0,-0.027444572253268993,-0.039959787772385666,8.18687142679025e-07,9.7292860830041e-07,0.18724967171211382,-0.04241072710667261,9.158861863865527e-07,1.2059283336596573e-06,0.2653328466828548,-0.11214441604728499,9.506185108034546e-07,1.30386489066585e-06,0.27983358429482813,-0.30538427744323465,9.647263758260129e-07,1.3229096410784918e-06
110.0,0.20357116291612817,-0.03774587003885373,9.014960049495494e-07,1.2257723840761124e-06,0.02416866702886686,-0.04180545988725861,8.137445960349699e-07,1.0244630964668766e-06,-0.33108791880947563,-0.11413481152694127,7.013778037181643e-07,7.181420280735472e-07,-0.26471082758267533,-0.3050145188081387,7.163745202143461e-07,7.67427836856e-07
111.0,-0.31822198504564725,-0.040272681885761774,7.160598109958556e-07,7.274412894029696e-07,-0.2206502859948228,-0.0434166745368763,7.487793238318335e-07,8.019971008729234e-07,0.14215201374751218,-0.1118259212091534,8.942392752474266e-07,1.1527518693514458e-06,0.027074057590316006,-0.302022729831576,8.394602282043995e-07,1.0274438899657406e-06
112.0,0.31227938146744044,-0.037124895605822474,9.823220818895418e-07,1.3665364246556236e-06,0.3104533240830352,-0.040257120977769956,9.712454163265773e-07,1.3640433276881524e-06,-0.0312931678526548,-0.11110687876847036,7.925852387535869e-07,9.691913956629117e-07,0.06468999705398511,-0.2987485090558121,8.351501362464445e-07,1.0668282532165014e-06
113.0,-0.131512900283849,-0.03796018768261917,7.572642801202557e-07,8.767679645101067e-07,-0.2821280815593825,-0.0423975719563683,7.183289919019766e-07,7.541770821707497e-07,-0.2548241411528658,-0.11237871294886324,7.34194373137611e-07,7.750527858671785e-07,-0.3329931227872546,-0.29905155873485145,7.09574348671611e-07,7.167751235544808e-07
114.0,-0.042696361576113,-0.03800173306764982,8.126441305140555e-07,9.582022929351013e-07,0.18228195892645027,-0.04042669887844884,9.133542218964929e-07,1.199952483500977e-06,0.2556173258613006,-0.10915067752070391,9.436472321853907e-07,1.2912585021481643e-06,0.27970950598803307,-0.2939747072899139,9.632177559729682e-07,1.3227455068731416e-06
115.0,0.21389223125954268,-0.03581135076915249,9.074798133609651e-07,1.2384891771837681e-06,0.029001956910123302,-0.03982297143680908,8.157740199023074e-07,1.0294266089695414e-06,-0.34283246078249774,-0.11118269302732821,6.991431620407033e-07,7.097571137517048e-07,-0.28788009569453354,-0.29392171066734535,7.106782119083648e-07,7.498514972726666e-07
116.0,-0.31939754963739947,-0.03825605938008565,7.152619639668472e-07,7.265866376281754e-07,-0.22496301188882406,-0.041419006268291966,7.473770121505735e-07,7.985457549130908e-07,0.16533244134695516,-0.10879894186892922,9.060420347442889e-07,1.1797852629284087e-06,0.06320937712727677,-0.29084299439325373,8.55827731661249e-07,1.0652498548388106e-06
117.0,0.3066490007744452,-0.035308152883038374,9.794163289334674e-07,1.358863924172199e-06,0.31227959903076674,-0.03839594126573591,9.726384319811375e-07,1.366536721963866e-06,-0.05503708066146147,-0.1083394387816859,7.832054760694075e-07,9.464500523097697e-07,0.03525887201494875,-0.2880557989538674,8.214093627642803e-07,1.0358878364652737e-06
118.0,-0.1198360696995527,-0.03602449116114443,7.609042360742499e-07,8.870658417695298e-07,-0.2794711306732728,-0.0404389513454608,7.188564616500317e-07,7.561835580110137e-07,-0.23175137383617278,-0.10938530263807987,7.41610017438304e-07,7.931432949702377e-07,-0.31303746763921003,-0.28826750801052287,7.157242825254162e-07,7.312225148749835e-07
119.0,-0.05784256637857942,-0.03620783633103885,8.067496820342921e-07,9.437985213612792e-07,0.1772551862011936,-0.038609588845068744,9.108047525511478e-07,1.1939357301805473e-06,0.24399481303369458,-0.10641572183411538,9.356615476461028e-07,1.2763377101528644e-06,0.2756647576438106,-0.2835285814083856,9.592632917293017e-07,1.3174061396520826e-06
120.0,0.22393104388501683,-0.03404001232923838,9.134131329246093e-07,1.2509847534068647e-06,0.033831075680974945,-0.038005916640685054,8.178194101184957e-07,1.034409854989312e-06,-0.3526854289141117,-0.10846796939311536,6.974515237084406e-07,7.027982386139826e-07,-0.30858891003368644,-0.2837374174802631,7.059164513036602e-07,7.344826464199429e-07
121.0,-0.31987046095735383,-0.03640224744186744,7.146369399882247e-07,7.262431078182837e-07,-0.22919889530714188,-0.039586023902391305,7.460034766307297e-07,7.951703621232333e-07,0.1868605416609695,-0.1060272378968006,9.172312722745462e-07,1.205459161995821e-06,0.09752047771440184,-0.2805865257844394,8.720263787121651e-07,1.1024340166622247e-06
122.0,0.30034069305716116,-0.033642059404990154,9.760973603574272e-07,1.3503187734503831e-06,0.3140203657249614,-0.036687610872658906,9.739822955521344e-07,1.368917615264506e-06,-0.07873789895002598,-0.1058035547906795,7.7423369712657e-07,9.242821480225664e-07,0.005771576267175153,-0.2782393282266393,8.083214199658664e-07,1.0057882639036915e-06
123.0,-0.10801040136498218,-0.03424668007133155,7.646822544880521e-07,8.976182599276403e-07,-0.2767435083369218,-0.03863928483578299,7.194067826533399e-07,7.582489567075009e-07,-0.2072071610247597,-0.1066279743535582,7.496906684055293e-07,8.128512414489878e-07,-0.2898992051228332,-0.27833412397376284,7.22868601156645e-07,7.483389925148558e-07
124.0,-0.07285265384367119,-0.03455801856949558,8.01010836814601e-07,9.297378132276732e-07,0.17217101434599333,-0.03693920177786544,9.082392293588465e-07,1.1878809605313392e-06,0.23062093349843546,-0.10390822509668728,9.268107272351742e-07,1.25938175952017e-06,0.2680910805731234,-0.2739274690983848,9.531750255314396e-07,1.3074662193658527e-06
125.0,0.23366733834697354,-0.032412215714163826,9.19278911260786e-07,1.2632241960555081e-06,0.03865535024464102,-0.03633444536168539,8.19880518940537e-07,1.0394121887550487e-06,-0.3604966215324776,-0.1059609322681736,6.963119331139099e-07,6.973299310062452e-07,-0.32651367595119485,-0.2743481587532073,7.020910397003978e-07,7.214345086787374e-07
126.0,-0.3196624310144,-0.03469197932765777,7.141807518479633e-07,7.263942038462779e-07,-0.2333565632799706,-0.037898112964211465,7.446586044857656e-07,7.918711709988672e-07,0.20655138668368803,-0.10348067576855566,9.276320515471063e-07,1.2294309089723431e-06,0.12946134524390707,-0.27114332141989683,8.876819179738996e-07,1.1382151131859759e-06
127.0,0.2933675587757283,-0.032108833358339764,9.723816734504482e-07,1.3409355725016464e-06,0.31567439092186206,-0.03511407750054159,9.752758812505793e-07,1.3711837130674344e-06,-0.10230324626846315,-0.10347140467012972,7.656907062326934e-07,9.027557528442583e-07,-0.023355031184348618,-0.26919223252040436,7.960328142191931e-07,9.769155867005038e-07
128.0,-0.09605289317606934,-0.03260839632566578,7.685967721006748e-07,9.084159657932371e-07,-0.2739463167573566,-0.03697995436973546,7.199799566684693e-07,7.603728934485448e-07,-0.1813991167386401,-0.10408021492066497,7.584252394189962e-07,8.341023880291585e-07,-0.2642335434165277,-0.26915349276178036,7.309140196837627e-07,7.677942054351983e-07
129.0,-0.0876927011518359,-0.033035406440597326,7.954347999137697e-07,9.160423322301141e-07,0.16703119617675471,-0.03539847258255337,9.056590657572397e-07,1.181791132099533e-06,0.21564203429772208,-0.10160174787246042,9.172427353640988e-07,1.2406581864248118e-06,0.2575018971843886,-0.265070892839717,9.453591203167233e-07,1.2936942653558454e-06
130.0,0.2430800136874691,-0.030911441670381432,9.250585141246409e-07,1.2751706511438514e-06,0.0434736010917067,-0.034791764323520595,8.219569380606008e-07,1.044432422073405e-06,-0.3661419214056084,-0.10363667228425386,6.95732637057901e-07,6.934043853019354e-07,-0.3413820579981895,-0.2656579018024745,6.991913971537098e-07,7.10787294353483e-07
131.0,-0.3187791977585152,-0.03310890545731376,7.138923993142054e-07,7.270360627778477e-07,-0.23743443564217417,-0.03633865494427368,7.433424960338915e-07,7.886485965256078e-07,0.2242372240300315,-0.1011338181139158,9.37073647077188e-07,1.251367838743643e-06,0.15852456682229446,-0.26241986769083503,9.024005498090924e-07,1.1717807108012634e-06
132.0,0.2857373123240629,-0.03069340380745484,9.682851653700759e-07,1.3307428395919681e-06,0.31724057262241523,-0.033660024432404824,9.765178565988407e-07,1.3733329184907197e-06,-0.1256319892741964,-0.1013194103196755,7.575936146300467e-07,8.819393502106504e-07,-0.05166751552307765,-0.2608232589622914,7.846735699484422e-07,9.496445564335947e-07
133.0,-0.08398537789172456,-0.031094095341923034,7.726447977231897e-07,9.194447002177131e-07,-0.27108097260262054,-0.03544514434345907,7.205758792348984e-07,7.625547478633166e-07,-0.1545269030735886,-0.10171946665617108,7.67798703024432e-07,8.56820440729509e-07,-0.23681500468364233,-0.2606427457722264,7.397172602305738e-07,7.891372612130915e-07
134.0,-0.10232812295452232,-0.03162569256291258,7.900282064468324e-07,9.027332955521394e-07,0.1618376396794339,-0.033972884761198675,9.030657571290537e-07,1.1756693437739665e-06,0.19921388730136932,-0.0994736953579805,9.071037098294157e-07,1.2204429752412555e-06,0.24453667022947723,-0.2568727501304226,9.362943061244242e-07,1.2770294903314673e-06
135.0,0.25214581058021335,-0.029523681428519053,9.307316288079803e-07,1.2867836502784715e-06,0.04828551637142462,-0.03336356327132739,8.240485438138302e-07,1.049470253492089e-06,-0.36950359936139715,-0.10147391686911691,6.957235167072736e-07,6.910772967181271e-07,-0.3530171088362086,-0.25758493056528026,6.97188691490869e-07,7.025651732026446e-07
136.0,-0.317232387426474,-0.03163918661968049,7.137704786795653e-07,7.281615198814576e-07,-0.24143099921021835,-0.03489347088852512,7.420550653617755e-07,7.855030022474118e-07,0.2397674072297101,-0.0989647894860373,9.453937079905701e-07,1.270953501345314e-06,0.1842744922145002,-0.25433596422131133,9.158005301154896e-07,1.2023458123703212e-06
137.0,0.27748477647521,-0.029382807327017053,9.638353384296817e-07,1.3198060268923735e-06,0.3187178495552435,-0.032312366359738484,9.777072264412463e-07,1.375363210815075e-06,-0.14863089930469994,-0.09932731583507864,7.499557970620709e-07,8.618871793544733e-07,-0.0786624265156191,-0.2530536756249194,7.743628628482194e-07,9.243519084788191e-07
138.0,-0.07180429910850802,-0.02969020944137568,7.768293821277086e-07,9.307130193582965e-07,-0.268148811637916,-0.03402132610813108,7.21194464795007e-07,7.647939623928527e-07,-0.12681383979139646,-0.09952649354490703,7.777845402713231e-07,8.808976454243869e-07,-0.20855252755146414,-0.25273120353743056,7.490664629907317e-07,8.117583939026448e-07
139.0,-0.11673091100348117,-0.030316401538944788,7.847947958839792e-07,8.89824602961074e-07,0.1565920138477997,-0.032650007115642365,9.004606620074229e-07,1.1695183692547e-06,0.18148699563262913,-0.09750481376665138,8.965320866795302e-07,1.1989989443867788e-06,0.22994311803017295,-0.24925872640385072,9.2650798937787e-07,1.2585284203190458e-06
140.0,0.2608461727575009,-0.02823666886539875,9.362800870371491e-07,1.2980279780121549e-06,0.05308978948956356,-0.03203757999703375,8.261548458271116e-07,1.05452432607064e-06,-0.37049094219594336,-0.09945471468400346,6.962941628827602e-07,6.903953032371864e-07,-0.36138527663420866,-0.2500596303340676,6.960277380947372e-07,6.967105204673972e-07
141.0,-0.31504393080692644,-0.030270762921721643,7.138112664974929e-07,7.297568147598593e-07,-0.24534494618462227,-0.033550398196945726,7.407962689704039e-07,7.824345938593169e-07,0.2530156846445869,-0.09695492461784323,9.524466168870784e-07,1.2879034769858005e-06,0.20638263711721572,-0.2468224511322854,9.275524059150205e-07,1.229223460543355e-06
142.0,0.2686111892069078,-0.02816596044194256,9.59046764726426e-07,1.3081464207088885e-06,0.3201050244244266,-0.031059867051724793,9.788427193886809e-07,1.3772724039833607e-06,-0.17119525829406337,-0.09747774386908421,7.427883261776241e-07,8.426570216354051e-07,-0.10378042076617246,-0.24581511289027053,7.652124793372767e-07,9.014232095103172e-07
143.0,-0.05954212626242818,-0.028385374188938967,7.811442347519928e-07,9.421958415668593e-07,-0.26515114310120114,-0.03269686898214071,7.218357299857625e-07,7.670900008527594e-07,-0.09847207510039119,-0.09748469723433811,7.883496217924097e-07,9.062209983922483e-07,-0.18047528497093507,-0.2453581910167087,7.586688237959538e-07,8.348733143610266e-07
144.0,-0.13086524715647474,-0.029097039973435743,7.797399555666975e-07,8.773359899461732e-07,0.15129633696120792,-0.03141913838531191,8.978453084770306e-07,1.1633413480482006e-06,0.1626074077190082,-0.09567850206105098,8.856569381065871e-07,1.1765746848665255e-06,0.21459252530977815,-0.24216408881999701,9.165577885929539e-07,1.2393567875415594e-06
145.0,0.2691557189969126,-0.02704012439432989,9.416812375189635e-07,1.308858939380868e-06,0.057885969387405416,-0.030803241090327647,8.282756548563937e-07,1.0595941626506757e-06,-0.3690197405491647,-0.09756361405062418,6.974572427872107e-07,6.914117614684109e-07,-0.3666418620523348,-0.24302255622159932,6.956187200475654e-07,6.930578109056371e-07
146.0,-0.3122048462941149,-0.028993307421040747,7.140194383240051e-07,7.318315998822838e-07,-0.2491747376212897,-0.032298936272046566,7.395661364659835e-07,7.794437633361821e-07,0.2638804269792013,-0.09508796993398155,9.581078719343043e-07,1.3019725062086503e-06,0.22465660841249793,-0.23981927427205074,9.374195398101436e-07,1.2518927529346462e-06
147.0,0.25914901079529673,-0.02703315559643981,9.539469052962945e-07,1.2958268826379967e-06,0.3214009216695483,-0.02989281478945068,9.799232222803697e-07,1.3790583644581567e-06,-0.19321675285269535,-0.09575551267492517,7.361005644177895e-07,8.24303284686466e-07,-0.12639720371439767,-0.23904769556077418,7.573328210434277e-07,8.812647356298155e-07
148.0,-0.04720692828916552,-0.02716946487139066,7.85589401133016e-07,9.538899903437037e-07,-0.262089465782026,-0.03146171107994105,7.224995197861814e-07,7.694421818823715e-07,-0.06971963370400246,-0.0955795945737703,7.994489779844229e-07,9.326552683575333e-07,-0.15372366813200206,-0.23847118186193111,7.681393518828374e-07,8.575089453246248e-07
149.0,-0.1447028003493056,-0.0279582792034572,7.748662108194155e-07,8.652794156414324e-07,0.14595233538353525,-0.03027101278152846,8.952210036205885e-07,1.1571410320539807e-06,0.1427162632434984,-0.093980293514594,8.745969844177737e-07,1.1534024925523692e-06,0.1994750492209005,-0.23553194541171077,9.07016255805917e-07,1.2207617500954625e-06
150.0,0.27705456100503767,-0.025924860268733904,9.46915099547529e-07,1.3192383480428448e-06,0.06267312471151573,-0.029651385198241495,8.304105853851107e-07,1.0646787651685573e-06,-0.3650591386480399,-0.09578748581548363,6.992220699242367e-07,6.94155598241177e-07,-0.3691650290567814,-0.23642283263601124,6.958289594031976e-07,6.913113145825044e-07
151.0,-0.30875716295864486,-0.027797921875951856,7.143871277056359e-07,7.343590779620203e-07,-0.2529190842260787,-0.031129979231538433,7.383645902045597e-07,7.765307128660742e-07,0.2722900288389283,-0.0933498863806862,9.62281654809586e-07,1.312967744607003e-06,0.2390518309103794,-0.23327399380457822,9.452895190176033e-07,1.2700443624347122e-06
152.0,0.24910837044086437,-0.025976169952814907,9.485576125407635e-07,1.2828810519233644e-06,0.3226047133508618,-0.028802777306654218,9.809477676644566e-07,1.380719463053079e-06,-0.21458078224467403,-0.09414745806400192,7.299001768501911e-07,8.068796275523854e-07,-0.14581437635737338,-0.2326986015845308,7.508414932954462e-07,8.643181261748653e-07
153.0,-0.03481307880644494,-0.02603392752702164,7.901622818749826e-07,9.657859252453946e-07,-0.2589648560622483,-0.030307104618782284,7.231858225430299e-07,7.718501484213961e-07,-0.040773291478440755,-0.09379860730200479,8.110264898683206e-07,9.600467560596738e-07,-0.12953431604016927,-0.23202432520842386,7.769960400485033e-07,8.785044411061699e-07
154.0,-0.15820942848435748,-0.026892210000770574,7.701773150691516e-07,8.536709802273713e-07,0.14056166763206573,-0.02919756713663392,8.92589028419962e-07,1.1509200518919258e-06,0.12194697826734166,-0.09239766194116487,8.634584172926532e-07,1.1296942018495073e-06,0.18570729385430998,-0.22931178222749704,8.984626141764342e-07,1.2040697701717572e-06
155.0,0.28451838430283716,-0.024883109392360204,9.519585781914183e-07,1.329121748053411e-06,0.06745043916610964,-0.02857403161210009,8.325593143278273e-07,1.0697772392330628e-06,-0.3585907316125764,-0.09411503658420624,7.016004451951585e-07,6.98660232393914e-07,-0.36956252967200104,-0.23021662575939708,6.96478495492107e-07,6.910365725183369e-07
156.0,-0.3047100853035949,-0.026676872058457864,7.149154215077726e-07,7.373371082724644e-07,-0.25657669906768726,-0.030035587172712826,7.371915526983964e-07,7.736956505493893e-07,0.27820242289443714,-0.09172838620293287,9.649028737415683e-07,1.3207535209038247e-06,0.24964883397089596,-0.22714056512010034,9.511829965346899e-07,1.2835745897443653e-06
157.0,0.23852402362737626,-0.024987694378930256,9.42906514427574e-07,1.269374200644177e-06,0.32371516328404765,-0.027782397679357664,9.819151339190102e-07,1.382253534485696e-06,-0.23516600813056096,-0.0926420016292235,7.241940816742974e-07,7.904396193336527e-07,-0.16123986077201063,-0.22672081541087685,7.458790017963868e-07,8.510879040214363e-07
158.0,-0.022373979302452617,-0.02497115187844622,7.948608782031e-07,9.778744618515188e-07,-0.25577846493150336,-0.029225410763232006,7.238946689087326e-07,7.743134873850953e-07,-0.011850803526302309,-0.09213066493236957,8.230123947531709e-07,9.882191406758197e-07,-0.10922370109797734,-0.2259771627886433,7.846631529199493e-07,8.965298403556481e-07
159.0,-0.17135469036421044,-0.025891803063891276,7.656754305455057e-07,8.425226857910272e-07,0.13512617292726048,-0.028191753004172305,8.899507185432088e-07,1.1446812030195696e-06,0.10042672297891156,-0.09091961217821057,8.523359297420718e-07,1.105642620539103e-06,0.17454037604496186,-0.22345818455698543,8.914812049323542e-07,1.190698817124641e-06
