Q,lag_support_rotations,lag_line_strokes,signed_overlap,line_overlap_absolute
550.0,0.26666666666666666,1.170731707317073,-0.8534816079815186,0.8534816079815186
550.0,0.26805555555555555,1.1768292682926829,-0.8432748029468838,0.8432748029468838
550.0,0.26944444444444443,1.1829268292682926,-0.832758513938474,0.832758513938474
550.0,0.2708333333333333,1.1890243902439024,-0.8219370660311969,0.8219370660311969
550.0,0.2722222222222222,1.1951219512195121,-0.810814899131451,0.810814899131451
550.0,0.27361111111111114,1.2012195121951221,-0.7993965557538787,0.7993965557538787
550.0,0.275,1.207317073170732,-0.7876866748801173,0.7876866748801173
550.0,0.2763888888888889,1.2134146341463417,-0.7756899892431652,0.7756899892431652
550.0,0.2777777777777778,1.2195121951219512,-0.763411323895664,0.763411323895664
550.0,0.2791666666666667,1.225609756097561,-0.750855603009159,0.750855603009159
550.0,0.28055555555555556,1.2317073170731707,-0.7380278366414751,0.7380278366414751
550.0,0.28194444444444444,1.2378048780487805,-0.7249331171650586,0.7249331171650586
550.0,0.2833333333333333,1.2439024390243902,-0.7115766130438224,0.7115766130438224
550.0,0.2847222222222222,1.25,-0.6979635740441679,0.6979635740441679
550.0,0.2861111111111111,1.2560975609756098,-0.6840993303469513,0.6840993303469513
550.0,0.2875,1.2621951219512195,-0.6699892840795524,0.6699892840795524
550.0,0.28888888888888886,1.268292682926829,-0.6556389060620561,0.6556389060620561
550.0,0.2902777777777778,1.274390243902439,-0.6410537213681973,0.6410537213681973
550.0,0.2916666666666667,1.2804878048780488,-0.6262393318943874,0.6262393318943874
550.0,0.29305555555555557,1.2865853658536586,-0.6112014016494158,0.6112014016494158
550.0,0.29444444444444445,1.2926829268292683,-0.5959456535010049,0.5959456535010049
550.0,0.29583333333333334,1.298780487804878,-0.5804778587180682,0.5804778587180682
550.0,0.2972222222222222,1.3048780487804879,-0.5648038396359065,0.5648038396359065
550.0,0.2986111111111111,1.3109756097560976,-0.5489294780057349,0.5489294780057349
550.0,0.3,1.3170731707317074,-0.5328607053676602,0.5328607053676602
550.0,0.3013888888888889,1.3231707317073171,-0.5166035005779906,0.5166035005779906
550.0,0.30277777777777776,1.3292682926829267,-0.5001638678460377,0.5001638678460377
550.0,0.30416666666666664,1.3353658536585364,-0.48354786691082596,0.48354786691082596
550.0,0.3055555555555556,1.3414634146341464,-0.4667615990038208,0.4667615990038208
550.0,0.30694444444444446,1.3475609756097562,-0.44981120413817416,0.44981120413817416
550.0,0.30833333333333335,1.353658536585366,-0.43270285136832204,0.43270285136832204
550.0,0.30972222222222223,1.3597560975609757,-0.41544273647389895,0.41544273647389895
550.0,0.3111111111111111,1.3658536585365855,-0.3980370960808863,0.3980370960808863
550.0,0.3125,1.3719512195121952,-0.3804921982472568,0.3804921982472568
550.0,0.3138888888888889,1.378048780487805,-0.36281434186990996,0.36281434186990996
550.0,0.31527777777777777,1.3841463414634145,-0.3450098330551565,0.3450098330551565
550.0,0.31666666666666665,1.3902439024390243,-0.32708501413495594,0.32708501413495594
550.0,0.31805555555555554,1.396341463414634,-0.30904625227312027,0.30904625227312027
550.0,0.3194444444444444,1.4024390243902438,-0.290899937311609,0.290899937311609
550.0,0.32083333333333336,1.4085365853658538,-0.27265247698662837,0.27265247698662837
550.0,0.32222222222222224,1.4146341463414636,-0.2543102876957186,0.2543102876957186
550.0,0.3236111111111111,1.4207317073170733,-0.23587981093457103,0.23587981093457103
550.0,0.325,1.426829268292683,-0.21736750508612634,0.21736750508612634
